id_city,city_name,department_name,measurement
1,Leticia,Amazonas,7.6
4,Barranquilla,Atlantico,27.9
31,Mitu,Vaupes,10.1
15,Inirida,Guainia,2.9
2,Medellin,Antioquia,29.2
30,Cali,Valle del Cauca,26.8
18,Riohacha,La Guajira,14.1
31,Mitu,Vaupes,21.6
4,Barranquilla,Atlantico,40.8
19,Santa Marta,Magdalena,23.9
27,Bucaramanga,Santander,18.7
25,Pereira,Risaralda,39.6
31,Mitu,Vaupes,13.4
18,Riohacha,La Guajira,29.6
3,Arauca,Arauca,7.6
30,Cali,Valle del Cauca,27.6
4,Barranquilla,Atlantico,0.0
25,Pereira,Risaralda,37.9
16,San Jose del Guaviare,Guaviare,21.2
5,Cartagena,Bolivar,8.4
29,Ibague,Tolima,5.6
1,Leticia,Amazonas,13.5
23,Mocoa,Putumayo,32.4
5,Cartagena,Bolivar,32.9
15,Inirida,Guainia,20.2
24,Armenia,Quindio,30.9
4,Barranquilla,Atlantico,44.6
1,Leticia,Amazonas,27.7
26,San Andres,San Andres y Providencia,1.2
20,Villavicencio,Meta,12.1
3,Arauca,Arauca,3.2
18,Riohacha,La Guajira,3.3
16,San Jose del Guaviare,Guaviare,47.1
23,Mocoa,Putumayo,9.0
6,Tunja,Boyaca,10.4
11,Valledupar,Cesar,29.0
22,Cucuta,Norte de Santander,47.9
30,Cali,Valle del Cauca,32.3
7,Manizales,Caldas,27.9
18,Riohacha,La Guajira,16.7
27,Bucaramanga,Santander,48.9
7,Manizales,Caldas,36.9
7,Manizales,Caldas,12.8
16,San Jose del Guaviare,Guaviare,11.6
8,Florencia,Caqueta,5.7
24,Armenia,Quindio,10.0
31,Mitu,Vaupes,40.1
20,Villavicencio,Meta,24.5
12,Quibdo,Choco,22.6
26,San Andres,San Andres y Providencia,20.7
32,Puerto Carreno,Vichada,8.6
4,Barranquilla,Atlantico,26.0
3,Arauca,Arauca,28.2
31,Mitu,Vaupes,16.5
25,Pereira,Risaralda,38.8
18,Riohacha,La Guajira,7.8
31,Mitu,Vaupes,9.3
12,Quibdo,Choco,47.3
12,Quibdo,Choco,28.0
11,Valledupar,Cesar,5.6
6,Tunja,Boyaca,41.1
25,Pereira,Risaralda,9.8
8,Florencia,Caqueta,34.9
27,Bucaramanga,Santander,14.7
11,Valledupar,Cesar,37.9
14,Bogota,Cundinamarca,32.6
3,Arauca,Arauca,35.6
20,Villavicencio,Meta,33.7
23,Mocoa,Putumayo,46.5
28,Sincelejo,Sucre,49.8
24,Armenia,Quindio,47.4
5,Cartagena,Bolivar,23.8
11,Valledupar,Cesar,39.7
12,Quibdo,Choco,8.6
31,Mitu,Vaupes,25.8
15,Inirida,Guainia,0.4
11,Valledupar,Cesar,5.4
29,Ibague,Tolima,17.8
1,Leticia,Amazonas,47.4
19,Santa Marta,Magdalena,3.6
32,Puerto Carreno,Vichada,18.4
17,Neiva,Huila,26.9
18,Riohacha,La Guajira,44.8
20,Villavicencio,Meta,2.7
2,Medellin,Antioquia,31.7
4,Barranquilla,Atlantico,11.2
27,Bucaramanga,Santander,50.2
31,Mitu,Vaupes,36.0
20,Villavicencio,Meta,10.0
16,San Jose del Guaviare,Guaviare,24.6
29,Ibague,Tolima,47.9
28,Sincelejo,Sucre,11.0
5,Cartagena,Bolivar,38.2
8,Florencia,Caqueta,44.9
14,Bogota,Cundinamarca,38.9
3,Arauca,Arauca,31.7
6,Tunja,Boyaca,44.1
22,Cucuta,Norte de Santander,39.5
9,Yopal,Casanare,26.1
5,Cartagena,Bolivar,45.9
16,San Jose del Guaviare,Guaviare,31.2
17,Neiva,Huila,13.8
3,Arauca,Arauca,10.5
4,Barranquilla,Atlantico,42.1
6,Tunja,Boyaca,41.1
12,Quibdo,Choco,13.5
7,Manizales,Caldas,17.3
5,Cartagena,Bolivar,13.3
9,Yopal,Casanare,45.7
28,Sincelejo,Sucre,16.3
18,Riohacha,La Guajira,3.4
11,Valledupar,Cesar,34.1
15,Inirida,Guainia,44.9
12,Quibdo,Choco,19.5
20,Villavicencio,Meta,37.6
2,Medellin,Antioquia,16.7
13,Monteria,Cordoba,28.2
17,Neiva,Huila,34.9
17,Neiva,Huila,33.8
10,Popayan,Cauca,1.1
12,Quibdo,Choco,32.7
17,Neiva,Huila,3.0
9,Yopal,Casanare,21.8
25,Pereira,Risaralda,18.8
30,Cali,Valle del Cauca,15.0
3,Arauca,Arauca,44.4
22,Cucuta,Norte de Santander,18.9
15,Inirida,Guainia,35.0
25,Pereira,Risaralda,27.5
8,Florencia,Caqueta,29.3
28,Sincelejo,Sucre,29.8
4,Barranquilla,Atlantico,48.2
6,Tunja,Boyaca,8.3
23,Mocoa,Putumayo,21.2
28,Sincelejo,Sucre,47.9
5,Cartagena,Bolivar,20.5
1,Leticia,Amazonas,27.4
7,Manizales,Caldas,16.2
9,Yopal,Casanare,31.2
2,Medellin,Antioquia,9.1
20,Villavicencio,Meta,40.8
25,Pereira,Risaralda,30.5
5,Cartagena,Bolivar,18.3
19,Santa Marta,Magdalena,18.7
8,Florencia,Caqueta,26.8
29,Ibague,Tolima,45.5
1,Leticia,Amazonas,21.5
24,Armenia,Quindio,36.2
25,Pereira,Risaralda,19.4
3,Arauca,Arauca,3.6
22,Cucuta,Norte de Santander,2.0
9,Yopal,Casanare,23.3
20,Villavicencio,Meta,18.9
11,Valledupar,Cesar,22.8
11,Valledupar,Cesar,34.5
30,Cali,Valle del Cauca,21.6
25,Pereira,Risaralda,40.6
26,San Andres,San Andres y Providencia,19.0
12,Quibdo,Choco,22.6
25,Pereira,Risaralda,4.2
23,Mocoa,Putumayo,16.5
3,Arauca,Arauca,29.3
16,San Jose del Guaviare,Guaviare,18.6
21,Pasto,Narino,25.5
31,Mitu,Vaupes,21.7
22,Cucuta,Norte de Santander,16.1
20,Villavicencio,Meta,11.3
8,Florencia,Caqueta,17.6
22,Cucuta,Norte de Santander,7.5
26,San Andres,San Andres y Providencia,45.4
12,Quibdo,Choco,32.5
30,Cali,Valle del Cauca,22.4
11,Valledupar,Cesar,4.0
11,Valledupar,Cesar,48.1
26,San Andres,San Andres y Providencia,1.7
15,Inirida,Guainia,34.9
2,Medellin,Antioquia,40.8
1,Leticia,Amazonas,34.9
10,Popayan,Cauca,27.0
2,Medellin,Antioquia,26.1
25,Pereira,Risaralda,46.9
7,Manizales,Caldas,44.1
16,San Jose del Guaviare,Guaviare,13.2
22,Cucuta,Norte de Santander,10.4
4,Barranquilla,Atlantico,42.4
9,Yopal,Casanare,11.4
2,Medellin,Antioquia,18.6
14,Bogota,Cundinamarca,27.8
7,Manizales,Caldas,4.2
30,Cali,Valle del Cauca,42.6
2,Medellin,Antioquia,19.3
16,San Jose del Guaviare,Guaviare,42.7
14,Bogota,Cundinamarca,4.0
20,Villavicencio,Meta,22.7
23,Mocoa,Putumayo,8.0
3,Arauca,Arauca,32.1
9,Yopal,Casanare,22.5
30,Cali,Valle del Cauca,2.2
25,Pereira,Risaralda,5.6
26,San Andres,San Andres y Providencia,7.6
16,San Jose del Guaviare,Guaviare,12.3
4,Barranquilla,Atlantico,44.2
22,Cucuta,Norte de Santander,0.1
16,San Jose del Guaviare,Guaviare,41.7
14,Bogota,Cundinamarca,11.2
11,Valledupar,Cesar,9.5
31,Mitu,Vaupes,32.3
16,San Jose del Guaviare,Guaviare,29.2
7,Manizales,Caldas,14.3
8,Florencia,Caqueta,12.6
16,San Jose del Guaviare,Guaviare,46.8
21,Pasto,Narino,30.2
2,Medellin,Antioquia,15.9
13,Monteria,Cordoba,17.0
1,Leticia,Amazonas,0.5
9,Yopal,Casanare,37.1
11,Valledupar,Cesar,23.3
1,Leticia,Amazonas,13.7
31,Mitu,Vaupes,3.0
14,Bogota,Cundinamarca,35.2
22,Cucuta,Norte de Santander,11.4
7,Manizales,Caldas,2.2
20,Villavicencio,Meta,3.9
21,Pasto,Narino,24.8
19,Santa Marta,Magdalena,20.3
20,Villavicencio,Meta,14.6
25,Pereira,Risaralda,36.8
29,Ibague,Tolima,12.0
25,Pereira,Risaralda,38.5
13,Monteria,Cordoba,39.8
6,Tunja,Boyaca,7.9
26,San Andres,San Andres y Providencia,7.6
25,Pereira,Risaralda,6.3
24,Armenia,Quindio,10.8
10,Popayan,Cauca,42.5
5,Cartagena,Bolivar,50.3
1,Leticia,Amazonas,41.3
13,Monteria,Cordoba,20.9
5,Cartagena,Bolivar,18.6
6,Tunja,Boyaca,44.0
25,Pereira,Risaralda,39.4
30,Cali,Valle del Cauca,18.6
14,Bogota,Cundinamarca,48.8
6,Tunja,Boyaca,29.9
22,Cucuta,Norte de Santander,18.1
25,Pereira,Risaralda,36.7
24,Armenia,Quindio,3.0
2,Medellin,Antioquia,14.7
32,Puerto Carreno,Vichada,42.4
4,Barranquilla,Atlantico,37.0
25,Pereira,Risaralda,23.9
1,Leticia,Amazonas,48.1
32,Puerto Carreno,Vichada,20.1
1,Leticia,Amazonas,7.9
1,Leticia,Amazonas,23.4
30,Cali,Valle del Cauca,45.3
29,Ibague,Tolima,31.4
31,Mitu,Vaupes,46.4
26,San Andres,San Andres y Providencia,13.7
32,Puerto Carreno,Vichada,16.2
20,Villavicencio,Meta,19.1
8,Florencia,Caqueta,8.2
29,Ibague,Tolima,49.5
8,Florencia,Caqueta,26.0
6,Tunja,Boyaca,36.6
12,Quibdo,Choco,0.6
9,Yopal,Casanare,2.3
30,Cali,Valle del Cauca,25.4
17,Neiva,Huila,3.6
10,Popayan,Cauca,49.2
6,Tunja,Boyaca,27.8
23,Mocoa,Putumayo,4.7
20,Villavicencio,Meta,38.0
15,Inirida,Guainia,8.2
16,San Jose del Guaviare,Guaviare,2.1
22,Cucuta,Norte de Santander,27.1
31,Mitu,Vaupes,22.2
7,Manizales,Caldas,30.5
26,San Andres,San Andres y Providencia,40.7
14,Bogota,Cundinamarca,20.9
13,Monteria,Cordoba,46.1
13,Monteria,Cordoba,30.2
11,Valledupar,Cesar,23.2
14,Bogota,Cundinamarca,10.1
1,Leticia,Amazonas,32.7
4,Barranquilla,Atlantico,29.6
27,Bucaramanga,Santander,23.6
10,Popayan,Cauca,41.0
8,Florencia,Caqueta,21.4
20,Villavicencio,Meta,26.2
20,Villavicencio,Meta,29.2
12,Quibdo,Choco,16.1
21,Pasto,Narino,0.6
5,Cartagena,Bolivar,20.2
11,Valledupar,Cesar,16.9
14,Bogota,Cundinamarca,37.6
21,Pasto,Narino,44.8
10,Popayan,Cauca,2.7
8,Florencia,Caqueta,16.8
30,Cali,Valle del Cauca,5.2
16,San Jose del Guaviare,Guaviare,39.6
21,Pasto,Narino,0.7
23,Mocoa,Putumayo,43.4
19,Santa Marta,Magdalena,0.0
7,Manizales,Caldas,47.1
7,Manizales,Caldas,40.3
1,Leticia,Amazonas,25.6
3,Arauca,Arauca,19.8
9,Yopal,Casanare,2.4
6,Tunja,Boyaca,18.8
5,Cartagena,Bolivar,42.9
15,Inirida,Guainia,24.7
26,San Andres,San Andres y Providencia,0.6
28,Sincelejo,Sucre,20.9
27,Bucaramanga,Santander,43.0
11,Valledupar,Cesar,42.7
21,Pasto,Narino,26.3
10,Popayan,Cauca,30.3
11,Valledupar,Cesar,3.2
21,Pasto,Narino,35.2
24,Armenia,Quindio,6.4
14,Bogota,Cundinamarca,36.4
6,Tunja,Boyaca,13.5
28,Sincelejo,Sucre,44.5
22,Cucuta,Norte de Santander,5.7
11,Valledupar,Cesar,43.7
23,Mocoa,Putumayo,41.9
22,Cucuta,Norte de Santander,35.3
31,Mitu,Vaupes,14.6
13,Monteria,Cordoba,9.4
13,Monteria,Cordoba,49.2
32,Puerto Carreno,Vichada,24.0
11,Valledupar,Cesar,9.9
32,Puerto Carreno,Vichada,2.0
7,Manizales,Caldas,14.2
15,Inirida,Guainia,6.7
21,Pasto,Narino,40.7
20,Villavicencio,Meta,12.1
15,Inirida,Guainia,19.5
30,Cali,Valle del Cauca,41.9
30,Cali,Valle del Cauca,19.7
13,Monteria,Cordoba,47.2
31,Mitu,Vaupes,42.7
11,Valledupar,Cesar,4.6
6,Tunja,Boyaca,26.1
18,Riohacha,La Guajira,1.6
5,Cartagena,Bolivar,0.6
1,Leticia,Amazonas,27.6
5,Cartagena,Bolivar,6.7
7,Manizales,Caldas,29.5
11,Valledupar,Cesar,33.6
32,Puerto Carreno,Vichada,20.1
13,Monteria,Cordoba,39.5
6,Tunja,Boyaca,11.6
32,Puerto Carreno,Vichada,19.2
22,Cucuta,Norte de Santander,23.0
16,San Jose del Guaviare,Guaviare,42.6
26,San Andres,San Andres y Providencia,11.9
18,Riohacha,La Guajira,20.9
16,San Jose del Guaviare,Guaviare,27.9
12,Quibdo,Choco,42.2
21,Pasto,Narino,0.4
9,Yopal,Casanare,7.1
6,Tunja,Boyaca,43.0
17,Neiva,Huila,16.2
15,Inirida,Guainia,31.3
30,Cali,Valle del Cauca,36.7
11,Valledupar,Cesar,1.3
22,Cucuta,Norte de Santander,11.6
31,Mitu,Vaupes,18.5
18,Riohacha,La Guajira,27.0
10,Popayan,Cauca,18.3
16,San Jose del Guaviare,Guaviare,12.4
28,Sincelejo,Sucre,43.1
21,Pasto,Narino,34.7
12,Quibdo,Choco,24.7
3,Arauca,Arauca,24.4
14,Bogota,Cundinamarca,31.4
21,Pasto,Narino,11.4
31,Mitu,Vaupes,48.4
7,Manizales,Caldas,28.6
3,Arauca,Arauca,0.4
29,Ibague,Tolima,10.0
23,Mocoa,Putumayo,16.9
5,Cartagena,Bolivar,30.7
30,Cali,Valle del Cauca,44.8
14,Bogota,Cundinamarca,16.6
28,Sincelejo,Sucre,34.6
10,Popayan,Cauca,36.9
9,Yopal,Casanare,19.0
29,Ibague,Tolima,20.4
4,Barranquilla,Atlantico,12.2
20,Villavicencio,Meta,30.5
6,Tunja,Boyaca,12.7
4,Barranquilla,Atlantico,17.0
28,Sincelejo,Sucre,44.5
8,Florencia,Caqueta,28.3
16,San Jose del Guaviare,Guaviare,3.8
12,Quibdo,Choco,19.4
1,Leticia,Amazonas,29.4
23,Mocoa,Putumayo,10.8
20,Villavicencio,Meta,8.8
27,Bucaramanga,Santander,49.4
9,Yopal,Casanare,7.5
22,Cucuta,Norte de Santander,9.7
7,Manizales,Caldas,45.0
14,Bogota,Cundinamarca,45.7
12,Quibdo,Choco,5.7
7,Manizales,Caldas,8.7
1,Leticia,Amazonas,25.1
1,Leticia,Amazonas,29.3
2,Medellin,Antioquia,35.4
16,San Jose del Guaviare,Guaviare,48.3
6,Tunja,Boyaca,3.3
22,Cucuta,Norte de Santander,29.2
24,Armenia,Quindio,1.4
7,Manizales,Caldas,0.7
21,Pasto,Narino,44.3
23,Mocoa,Putumayo,13.9
1,Leticia,Amazonas,23.6
22,Cucuta,Norte de Santander,35.7
26,San Andres,San Andres y Providencia,43.9
25,Pereira,Risaralda,21.9
17,Neiva,Huila,35.7
26,San Andres,San Andres y Providencia,26.9
4,Barranquilla,Atlantico,39.6
22,Cucuta,Norte de Santander,37.6
21,Pasto,Narino,11.2
16,San Jose del Guaviare,Guaviare,16.4
19,Santa Marta,Magdalena,41.5
11,Valledupar,Cesar,28.8
31,Mitu,Vaupes,17.8
22,Cucuta,Norte de Santander,47.9
1,Leticia,Amazonas,23.6
32,Puerto Carreno,Vichada,26.0
25,Pereira,Risaralda,43.4
17,Neiva,Huila,9.5
13,Monteria,Cordoba,22.9
29,Ibague,Tolima,23.0
6,Tunja,Boyaca,32.0
19,Santa Marta,Magdalena,48.0
27,Bucaramanga,Santander,0.6
22,Cucuta,Norte de Santander,20.7
6,Tunja,Boyaca,16.5
32,Puerto Carreno,Vichada,30.9
7,Manizales,Caldas,23.1
23,Mocoa,Putumayo,25.7
12,Quibdo,Choco,2.3
11,Valledupar,Cesar,43.6
18,Riohacha,La Guajira,13.1
26,San Andres,San Andres y Providencia,47.4
3,Arauca,Arauca,30.0
20,Villavicencio,Meta,34.2
19,Santa Marta,Magdalena,26.5
13,Monteria,Cordoba,14.5
28,Sincelejo,Sucre,27.3
5,Cartagena,Bolivar,38.9
8,Florencia,Caqueta,20.9
21,Pasto,Narino,15.6
17,Neiva,Huila,33.5
14,Bogota,Cundinamarca,43.1
28,Sincelejo,Sucre,7.6
14,Bogota,Cundinamarca,10.2
14,Bogota,Cundinamarca,11.3
6,Tunja,Boyaca,26.4
4,Barranquilla,Atlantico,15.0
19,Santa Marta,Magdalena,13.0
12,Quibdo,Choco,8.2
4,Barranquilla,Atlantico,30.1
6,Tunja,Boyaca,34.5
7,Manizales,Caldas,4.8
11,Valledupar,Cesar,13.6
26,San Andres,San Andres y Providencia,28.7
6,Tunja,Boyaca,12.5
23,Mocoa,Putumayo,29.7
17,Neiva,Huila,46.0
10,Popayan,Cauca,26.6
24,Armenia,Quindio,29.8
28,Sincelejo,Sucre,29.5
12,Quibdo,Choco,10.1
8,Florencia,Caqueta,1.3
30,Cali,Valle del Cauca,1.7
8,Florencia,Caqueta,7.2
19,Santa Marta,Magdalena,42.7
20,Villavicencio,Meta,22.4
31,Mitu,Vaupes,29.8
21,Pasto,Narino,48.4
2,Medellin,Antioquia,6.3
30,Cali,Valle del Cauca,25.5
7,Manizales,Caldas,38.0
2,Medellin,Antioquia,6.7
26,San Andres,San Andres y Providencia,39.9
14,Bogota,Cundinamarca,31.8
24,Armenia,Quindio,29.5
27,Bucaramanga,Santander,4.8
17,Neiva,Huila,36.1
15,Inirida,Guainia,11.6
22,Cucuta,Norte de Santander,30.5
7,Manizales,Caldas,28.4
10,Popayan,Cauca,36.5
31,Mitu,Vaupes,29.4
3,Arauca,Arauca,28.4
15,Inirida,Guainia,39.8
21,Pasto,Narino,21.6
31,Mitu,Vaupes,27.5
9,Yopal,Casanare,28.5
9,Yopal,Casanare,48.1
32,Puerto Carreno,Vichada,5.1
10,Popayan,Cauca,34.2
32,Puerto Carreno,Vichada,14.4
4,Barranquilla,Atlantico,26.1
21,Pasto,Narino,44.4
27,Bucaramanga,Santander,43.9
16,San Jose del Guaviare,Guaviare,30.4
25,Pereira,Risaralda,34.0
2,Medellin,Antioquia,46.7
16,San Jose del Guaviare,Guaviare,48.5
4,Barranquilla,Atlantico,35.5
17,Neiva,Huila,48.2
2,Medellin,Antioquia,34.4
19,Santa Marta,Magdalena,31.2
30,Cali,Valle del Cauca,21.8
30,Cali,Valle del Cauca,14.7
7,Manizales,Caldas,38.6
18,Riohacha,La Guajira,5.4
21,Pasto,Narino,28.7
16,San Jose del Guaviare,Guaviare,3.5
7,Manizales,Caldas,16.6
19,Santa Marta,Magdalena,40.6
16,San Jose del Guaviare,Guaviare,33.5
24,Armenia,Quindio,23.5
17,Neiva,Huila,12.3
26,San Andres,San Andres y Providencia,43.8
5,Cartagena,Bolivar,4.4
13,Monteria,Cordoba,30.7
4,Barranquilla,Atlantico,9.2
31,Mitu,Vaupes,0.9
10,Popayan,Cauca,37.4
32,Puerto Carreno,Vichada,25.9
1,Leticia,Amazonas,21.2
9,Yopal,Casanare,15.4
2,Medellin,Antioquia,6.4
25,Pereira,Risaralda,37.5
25,Pereira,Risaralda,36.3
11,Valledupar,Cesar,34.3
32,Puerto Carreno,Vichada,19.3
21,Pasto,Narino,20.9
29,Ibague,Tolima,41.5
6,Tunja,Boyaca,35.9
1,Leticia,Amazonas,50.3
29,Ibague,Tolima,17.1
13,Monteria,Cordoba,17.5
28,Sincelejo,Sucre,42.7
6,Tunja,Boyaca,25.9
11,Valledupar,Cesar,6.6
5,Cartagena,Bolivar,15.5
26,San Andres,San Andres y Providencia,49.0
16,San Jose del Guaviare,Guaviare,15.4
24,Armenia,Quindio,25.0
27,Bucaramanga,Santander,8.0
10,Popayan,Cauca,36.8
27,Bucaramanga,Santander,18.3
21,Pasto,Narino,22.4
18,Riohacha,La Guajira,16.6
3,Arauca,Arauca,11.6
29,Ibague,Tolima,24.6
11,Valledupar,Cesar,44.4
20,Villavicencio,Meta,30.0
15,Inirida,Guainia,1.7
27,Bucaramanga,Santander,26.5
28,Sincelejo,Sucre,38.9
13,Monteria,Cordoba,38.3
18,Riohacha,La Guajira,25.1
15,Inirida,Guainia,11.1
16,San Jose del Guaviare,Guaviare,14.4
5,Cartagena,Bolivar,50.1
20,Villavicencio,Meta,29.2
3,Arauca,Arauca,35.8
14,Bogota,Cundinamarca,19.8
21,Pasto,Narino,18.6
20,Villavicencio,Meta,14.2
2,Medellin,Antioquia,50.1
10,Popayan,Cauca,11.9
20,Villavicencio,Meta,21.6
12,Quibdo,Choco,30.7
3,Arauca,Arauca,13.4
32,Puerto Carreno,Vichada,22.1
4,Barranquilla,Atlantico,34.4
21,Pasto,Narino,11.6
15,Inirida,Guainia,25.4
9,Yopal,Casanare,33.9
5,Cartagena,Bolivar,35.8
24,Armenia,Quindio,43.2
28,Sincelejo,Sucre,48.5
7,Manizales,Caldas,49.2
28,Sincelejo,Sucre,36.7
32,Puerto Carreno,Vichada,14.0
24,Armenia,Quindio,47.4
1,Leticia,Amazonas,47.2
21,Pasto,Narino,14.2
20,Villavicencio,Meta,8.8
11,Valledupar,Cesar,5.8
28,Sincelejo,Sucre,17.8
24,Armenia,Quindio,15.0
17,Neiva,Huila,40.9
20,Villavicencio,Meta,30.3
19,Santa Marta,Magdalena,6.6
3,Arauca,Arauca,18.0
23,Mocoa,Putumayo,7.4
16,San Jose del Guaviare,Guaviare,34.1
32,Puerto Carreno,Vichada,9.3
9,Yopal,Casanare,11.6
20,Villavicencio,Meta,19.5
32,Puerto Carreno,Vichada,15.3
8,Florencia,Caqueta,35.9
23,Mocoa,Putumayo,33.1
17,Neiva,Huila,38.3
22,Cucuta,Norte de Santander,37.9
28,Sincelejo,Sucre,22.7
6,Tunja,Boyaca,45.5
25,Pereira,Risaralda,31.4
7,Manizales,Caldas,20.0
28,Sincelejo,Sucre,2.9
18,Riohacha,La Guajira,2.2
14,Bogota,Cundinamarca,45.1
23,Mocoa,Putumayo,10.2
20,Villavicencio,Meta,4.7
6,Tunja,Boyaca,47.1
16,San Jose del Guaviare,Guaviare,11.9
27,Bucaramanga,Santander,8.0
8,Florencia,Caqueta,11.2
31,Mitu,Vaupes,40.8
9,Yopal,Casanare,20.2
25,Pereira,Risaralda,8.7
30,Cali,Valle del Cauca,6.4
3,Arauca,Arauca,10.2
30,Cali,Valle del Cauca,48.4
15,Inirida,Guainia,18.2
31,Mitu,Vaupes,18.7
9,Yopal,Casanare,3.2
2,Medellin,Antioquia,49.2
2,Medellin,Antioquia,27.6
22,Cucuta,Norte de Santander,40.2
26,San Andres,San Andres y Providencia,19.5
31,Mitu,Vaupes,28.9
16,San Jose del Guaviare,Guaviare,9.1
17,Neiva,Huila,17.0
22,Cucuta,Norte de Santander,30.8
22,Cucuta,Norte de Santander,30.4
8,Florencia,Caqueta,5.8
27,Bucaramanga,Santander,27.4
29,Ibague,Tolima,20.0
13,Monteria,Cordoba,15.7
9,Yopal,Casanare,22.7
29,Ibague,Tolima,39.2
22,Cucuta,Norte de Santander,14.3
8,Florencia,Caqueta,3.4
29,Ibague,Tolima,13.7
7,Manizales,Caldas,36.5
28,Sincelejo,Sucre,22.2
18,Riohacha,La Guajira,41.2
24,Armenia,Quindio,12.5
17,Neiva,Huila,25.1
20,Villavicencio,Meta,41.8
24,Armenia,Quindio,4.4
31,Mitu,Vaupes,18.3
9,Yopal,Casanare,49.1
12,Quibdo,Choco,3.2
30,Cali,Valle del Cauca,26.9
21,Pasto,Narino,25.3
11,Valledupar,Cesar,42.5
31,Mitu,Vaupes,28.1
8,Florencia,Caqueta,24.0
13,Monteria,Cordoba,34.5
21,Pasto,Narino,47.2
28,Sincelejo,Sucre,15.3
30,Cali,Valle del Cauca,18.1
13,Monteria,Cordoba,12.3
18,Riohacha,La Guajira,44.2
10,Popayan,Cauca,24.4
11,Valledupar,Cesar,36.6
10,Popayan,Cauca,31.6
24,Armenia,Quindio,2.1
3,Arauca,Arauca,39.9
10,Popayan,Cauca,17.6
18,Riohacha,La Guajira,11.3
17,Neiva,Huila,24.0
27,Bucaramanga,Santander,42.0
11,Valledupar,Cesar,50.1
20,Villavicencio,Meta,34.5
24,Armenia,Quindio,25.7
21,Pasto,Narino,32.9
26,San Andres,San Andres y Providencia,35.9
31,Mitu,Vaupes,16.6
3,Arauca,Arauca,28.6
24,Armenia,Quindio,23.9
1,Leticia,Amazonas,31.7
23,Mocoa,Putumayo,39.6
7,Manizales,Caldas,28.0
29,Ibague,Tolima,25.7
22,Cucuta,Norte de Santander,15.6
10,Popayan,Cauca,30.2
14,Bogota,Cundinamarca,17.2
11,Valledupar,Cesar,14.6
6,Tunja,Boyaca,38.8
23,Mocoa,Putumayo,18.1
16,San Jose del Guaviare,Guaviare,23.6
24,Armenia,Quindio,35.7
10,Popayan,Cauca,24.9
7,Manizales,Caldas,16.5
6,Tunja,Boyaca,23.4
4,Barranquilla,Atlantico,46.7
28,Sincelejo,Sucre,37.3
16,San Jose del Guaviare,Guaviare,28.4
23,Mocoa,Putumayo,9.4
8,Florencia,Caqueta,48.3
1,Leticia,Amazonas,13.2
16,San Jose del Guaviare,Guaviare,47.9
29,Ibague,Tolima,38.7
11,Valledupar,Cesar,31.4
31,Mitu,Vaupes,8.3
11,Valledupar,Cesar,13.3
10,Popayan,Cauca,43.6
27,Bucaramanga,Santander,11.8
30,Cali,Valle del Cauca,5.1
29,Ibague,Tolima,46.5
15,Inirida,Guainia,40.4
1,Leticia,Amazonas,6.0
30,Cali,Valle del Cauca,18.2
24,Armenia,Quindio,34.6
17,Neiva,Huila,13.2
5,Cartagena,Bolivar,35.0
18,Riohacha,La Guajira,34.2
19,Santa Marta,Magdalena,24.1
10,Popayan,Cauca,43.8
24,Armenia,Quindio,12.4
26,San Andres,San Andres y Providencia,23.6
17,Neiva,Huila,27.1
6,Tunja,Boyaca,5.1
6,Tunja,Boyaca,31.4
9,Yopal,Casanare,41.7
16,San Jose del Guaviare,Guaviare,22.7
13,Monteria,Cordoba,40.1
23,Mocoa,Putumayo,26.6
21,Pasto,Narino,39.7
12,Quibdo,Choco,29.9
17,Neiva,Huila,7.5
31,Mitu,Vaupes,7.9
5,Cartagena,Bolivar,4.6
7,Manizales,Caldas,13.1
21,Pasto,Narino,45.5
5,Cartagena,Bolivar,28.2
14,Bogota,Cundinamarca,19.9
28,Sincelejo,Sucre,35.2
11,Valledupar,Cesar,6.0
4,Barranquilla,Atlantico,34.8
29,Ibague,Tolima,2.2
18,Riohacha,La Guajira,14.2
7,Manizales,Caldas,41.5
27,Bucaramanga,Santander,24.6
31,Mitu,Vaupes,31.9
28,Sincelejo,Sucre,25.3
31,Mitu,Vaupes,46.1
3,Arauca,Arauca,35.3
17,Neiva,Huila,11.0
31,Mitu,Vaupes,17.1
26,San Andres,San Andres y Providencia,45.8
31,Mitu,Vaupes,8.0
2,Medellin,Antioquia,46.7
13,Monteria,Cordoba,14.3
17,Neiva,Huila,32.1
25,Pereira,Risaralda,41.3
22,Cucuta,Norte de Santander,11.2
28,Sincelejo,Sucre,20.1
9,Yopal,Casanare,11.5
25,Pereira,Risaralda,4.7
18,Riohacha,La Guajira,35.4
31,Mitu,Vaupes,14.1
7,Manizales,Caldas,33.2
22,Cucuta,Norte de Santander,26.4
17,Neiva,Huila,25.0
10,Popayan,Cauca,42.9
1,Leticia,Amazonas,41.5
14,Bogota,Cundinamarca,27.3
27,Bucaramanga,Santander,18.9
14,Bogota,Cundinamarca,48.1
7,Manizales,Caldas,48.5
10,Popayan,Cauca,28.3
26,San Andres,San Andres y Providencia,22.7
13,Monteria,Cordoba,22.2
5,Cartagena,Bolivar,17.4
7,Manizales,Caldas,3.2
1,Leticia,Amazonas,34.1
16,San Jose del Guaviare,Guaviare,6.9
11,Valledupar,Cesar,6.5
9,Yopal,Casanare,34.5
23,Mocoa,Putumayo,20.6
